StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q2,Q3,Q4,Q5,Q6#1_1,Q6#1_2,Q6#1_3,Q6#1_4,Q6#1_5,Q6#1_6,Q6#1_7,Q6#1_8,Q6#2_1,Q6#2_2,Q6#2_3,Q6#2_4,Q6#2_5,Q6#2_6,Q6#2_7,Q6#2_8,Q6#3_1,Q6#3_2,Q6#3_3,Q6#3_4,Q6#3_5,Q6#3_6,Q6#3_7,Q6#3_8,Q7#1_1,Q7#1_2,Q7#1_3,Q7#1_4,Q7#1_5,Q7#1_6,Q7#2_1,Q7#2_2,Q7#2_3,Q7#2_4,Q7#2_5,Q7#2_6,Q7#3_1,Q7#3_2,Q7#3_3,Q7#3_4,Q7#3_5,Q7#3_6,Q8#1_1,Q8#1_2,Q8#1_3,Q8#1_4,Q8#2_1,Q8#2_2,Q8#2_3,Q8#2_4,Q8#3_1,Q8#3_2,Q8#3_3,Q8#3_4,Q9#1_1,Q9#1_2,Q9#1_3,Q9#2_1,Q9#2_2,Q9#2_3,Q9#3_1,Q9#3_2,Q9#3_3,Q10,Q11
4/22/2023 8:10,4/22/2023 8:13,IP Address,100,193,TRUE,4/22/2023 8:13,,,,,,anonymous,EN,0.699999988,Software Engineer,more than 5 years,"C++, Python","Tensorflow, Keras",No,Yes,No,Yes,Yes,No,No,Yes,Minor,Major,Minor,Major,Critical,Minor,Minor,Major,Low,High,Low,Medium,High,Low,Low,Medium,No,No,No,No,No,No,Minor,Minor,Minor,Minor,Minor,Minor,Low,Low,Low,Low,Low,Low,No,No,No,No,Minor,Minor,Major,Major,Low,Low,Low,Medium,No,Yes,No,Minor,Major,Minor,Low,Low,Low,,
4/22/2023 11:19,4/22/2023 11:23,IP Address,100,246,TRUE,4/22/2023 11:23,,,,,,anonymous,EN,0.899999976,Senior Data Scientist,Less than 1 year,Python,keras-rl,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Minor,Major,Minor,Critical,Major,Critical,Major,Major,Medium,Medium,Low,Medium,Medium,Medium,Medium,Medium,No,No,No,No,No,No,Minor,Minor,Minor,Minor,Minor,Minor,Low,Low,Low,Low,Low,Low,No,No,No,No,Minor,Minor,Minor,Minor,Low,Low,Low,Low,Yes,No,No,Major,Minor,Minor,Medium,Low,Low,no other challenges/issues encountered,
4/22/2023 13:59,4/22/2023 14:17,IP Address,100,1054,TRUE,4/22/2023 14:17,,,,,,anonymous,EN,1,Research Scientist,3-5 years,"Mostly python, some C++","pytorch, jax, haiku, acme, other proprietary frameworks",No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Minor,Critical,Major,Major,Minor,Minor,Minor,Major,Low,High,Medium,Medium,Low,Low,Low,Medium,No,Yes,No,Yes,Yes,Yes,Minor,Minor,Minor,Minor,Minor,Minor,Low,Low,Low,Low,Low,Low,Yes,Yes,Yes,Yes,Minor,Minor,Minor,Minor,Low,Low,Low,Low,No,No,Yes,Minor,Minor,Minor,Low,Low,Low,"'- Lack of active exploration capabilities in most DRL algorithms, beside random exploration which is not enough for some domains. (thus this does not fit the existing ""Hyperparameters Tuning"" category even though it mentions exploration, since no amount of tuning the epsilon decay or gaussian noise would fix the issue)
- sim 2 real gap for applied DRL.I guess this kind of falls into the reward/environment categories, but sometimes the world is too complex/slow to be efficiently AND accurately approximated anyway, so robustness/transfer is required
- difficulty in interpreting the logs and diagnosing which part of all the RL machinery is broken (reward training? value training? policy training? representation? exploration? something else?)",RL is hard! :)
4/22/2023 15:26,4/22/2023 15:35,IP Address,100,507,TRUE,4/22/2023 15:35,,,,,,anonymous,EN,1,"Master, Machine learning engineer",1-3 years,Python,Pytorch,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Minor,Minor,Minor,Minor,Minor,Minor,Minor,Minor,Low,Low,Low,Low,Low,Low,Low,Low,No,No,No,No,No,No,Minor,Minor,Minor,Minor,Minor,Minor,Low,Low,Low,Low,Low,Low,Yes,Yes,Yes,Yes,Major,Major,Major,Major,Medium,Medium,Medium,Medium,Yes,Yes,Yes,Minor,Minor,Minor,Low,Low,Low,,
4/22/2023 17:25,4/22/2023 17:28,IP Address,100,199,TRUE,4/22/2023 17:28,,,,,,anonymous,EN,1,Master,Less than 1 year,"Python, C++","Tensorflow, Keras, PyTorch",Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Major,Major,Critical,Minor,Minor,Major,Major,Major,High,Medium,High,Low,Low,Medium,Medium,Medium,Yes,Yes,Yes,Yes,Yes,Yes,Major,Critical,Critical,Major,Major,Major,Medium,High,High,Medium,High,Medium,Yes,Yes,Yes,Yes,Major,Minor,Major,Critical,Medium,Low,Medium,High,Yes,Yes,Yes,Major,Major,Major,High,Medium,Medium,,
4/22/2023 19:05,4/22/2023 19:16,IP Address,100,672,TRUE,4/22/2023 19:16,,,,,,anonymous,EN,0.899999976,Master,1-3 years,Python and C++,"PyTorch, TensorFlow, Keras, Cherry-RL",No,Yes,No,Yes,Yes,Yes,Yes,Yes,Minor,Critical,Minor,Major,Critical,Major,Major,Minor,Low,High,Low,Medium,High,Medium,Medium,Low,No,No,No,No,No,Yes,Minor,Minor,Minor,Minor,Minor,Minor,Low,Low,Low,Low,Low,Medium,No,Yes,Yes,No,Minor,Major,Major,Minor,Low,Medium,Medium,Low,No,Yes,No,Minor,Major,Minor,Low,Medium,Low,,
4/22/2023 19:40,4/22/2023 19:45,IP Address,100,329,TRUE,4/22/2023 19:45,,,,,,anonymous,EN,1,Local Agent of Innovation ,3-5 years,"Python, Javascript ",Mostly keras-rl,No,No,Yes,Yes,No,Yes,Yes,No,Minor,Minor,Minor,Major,Minor,Minor,Critical,Minor,Low,Low,Medium,High,Low,Low,High,Low,No,No,No,No,Yes,Yes,Minor,Minor,Minor,Minor,Critical,Major,Low,Low,Low,Low,High,High,Yes,Yes,No,No,Minor,Major,Minor,Minor,Medium,Low,Low,Low,No,No,Yes,Minor,Minor,Minor,Low,Low,Low,,
4/22/2023 20:09,4/22/2023 20:47,IP Address,100,2302,TRUE,4/22/2023 20:47,,,,,,anonymous,EN,1,Master,Less than 1 year,Python,Stable Baselines,Yes,Yes,No,No,Yes,No,No,No,Minor,Major,Minor,Minor,Major,Minor,Minor,Minor,Medium,High,Low,Low,Low,Low,Low,Low,No,No,Yes,Yes,No,Yes,Minor,Minor,Major,Minor,Minor,Minor,Low,Low,High,Low,Low,Low,No,No,No,No,Minor,Minor,Minor,Minor,Low,Low,Low,Low,No,No,No,Minor,Minor,Minor,Low,Low,Low,,"While there are many tutorials to start working on RL, a few issues are shared between many.

1. Diversity- researchers use RL in different domain. However, many tutorials cover the RL for a very specific domain/application. For example, many tutorials use Cart Pole as their example. But, different researchers might like to see more serious examples related to their field.

2. Hands-on- Broadly speaking, machine learning and deep learning tutorials are distinguished between two themes: 1. Research-based and 2. development-based. Tutorials from category one cover a wide range of background that is needed to learn ML/DeepL in depth. The second category focuses on teaching how to use the existing techniques without having to learn the mathematical background. Doing so, they help their audience spend their time only as much as required for their purpose. However, many RL tutorials combine some background knowledge with hands-on, which often leads to these two undesirable situations: 1- they cover none of the background and hands-on in depth and with variety 2- audiences have to spend a lot of time to read things that may not be necessary for their purpose
"
4/22/2023 22:48,4/22/2023 22:55,IP Address,100,453,TRUE,4/22/2023 22:55,,,,,,anonymous,EN,1,"Unemployed, but I guess self-employed researcher",1-3 years,Python,"PyTorch, stable-baselines",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Major,Major,Critical,Critical,Critical,Minor,Major,Major,Medium,High,High,High,High,Low,Low,Medium,Yes,Yes,Yes,No,No,No,Critical,Critical,Minor,Minor,Critical,Major,High,Medium,Medium,Low,Low,Medium,Yes,No,Yes,No,Major,Major,Major,Major,Medium,Medium,Medium,Medium,No,No,No,Minor,Major,Minor,Low,Medium,Medium,,"I focus on application of DRL algorithms and biggest usage of time is figuring out the ""optimal"" way to create a customized environment, how to represent the state-action space, and how to describe non-sparse rewards such that the agent learns a behaviour that is aligned with the objective."
4/23/2023 2:50,4/23/2023 2:59,IP Address,100,595,TRUE,4/23/2023 2:59,,,,,,anonymous,EN,1,Developer,3-5 years,"C++, Python","Mainly PyTorch. Used all the others but they're either too high level of abstraction where you're not really doing anything intelligent (i.e. PyTorchLightning), or if they are a bit closer to the metal, they're just not as convenient as PyTorch ",No,Yes,No,No,Yes,Yes,Yes,Yes,Minor,Minor,Minor,Minor,Minor,Minor,Minor,Minor,Low,Low,Low,Low,Low,Low,Low,Medium,No,No,Yes,No,Yes,No,Minor,Minor,Minor,Minor,Critical,Minor,Low,Low,Medium,Low,High,Low,Yes,Yes,Yes,Yes,Minor,Minor,Minor,Major,Low,Low,Low,Low,No,No,No,Minor,Minor,Minor,Low,Low,Low,"Default parameters used in common libraries are just wrong so comparing evaluations by default results in inaccuracies that authors don't report , OR authors paper conflicts with his code and now there's 2 ""valid"" implementations floating around of this model, the one they released, and the one they discussed in the paper, and they can sometimes be hugely different in terms of implications, even though they both achieve similar results usually.","Authors of RL papers deliberately make their math obtusely confusing when the entire mathematical framework for RL has been generalized for decades, this makes papers harder to follow but they think it makes them sound smart.

other comments: why would you make the survey like this lol it's so unnecessarily confusing, if I answer no I still have given answers to the other questions? this isn't that hard come on now."
4/23/2023 3:45,4/23/2023 3:55,IP Address,100,609,TRUE,4/23/2023 3:55,,,,,,anonymous,EN,0.699999988,PhD Candidate,more than 5 years,Python,"PyTorch, Keras",Yes,Yes,No,Yes,No,Yes,Yes,Yes,Major,Major,Minor,Critical,Minor,Critical,Major,Major,Medium,Medium,Low,High,Low,High,Low,Low,No,No,No,No,No,Yes,Minor,Minor,Minor,Major,Minor,Major,Low,Low,Low,Low,Low,Medium,Yes,Yes,Yes,Yes,Minor,Minor,Critical,Major,Low,Low,Medium,Medium,Yes,Yes,Yes,Major,Major,Major,Medium,Medium,Medium,"Practical applications such as robots or speficic device for control are important problem for RL, cause the only RL exist in book or simulation, it cannot attract more researchers and funding for RL.
So I think sim-to-real, or pre-trained model learned by RL is important for future work. ",
4/23/2023 3:56,4/23/2023 4:09,IP Address,100,750,TRUE,4/23/2023 4:09,,,,,,anonymous,EN,1,Developer and Researcher,more than 5 years,"Python, C++",Pytorch,Yes,Yes,No,No,Yes,Yes,No,Yes,Minor,Major,Minor,Minor,Major,Major,Minor,Minor,Low,Medium,Low,Low,High,Medium,Low,Low,No,Yes,No,No,No,No,Minor,Minor,Minor,Minor,Minor,Minor,Low,Low,Low,Low,Low,Low,No,No,No,No,Minor,Minor,Minor,Minor,Low,Low,Low,Low,Yes,Yes,No,Minor,Minor,Minor,Low,Low,Low,"Local optimization methods, such as stochastic gradient descent, find a local optimum. Thus, when optimising multiple times, one can obtain different solutions. Analyzing the (quality) of solutions has been a challenge. ",
4/23/2023 6:49,4/23/2023 6:54,IP Address,100,256,TRUE,4/23/2023 6:54,,,,,,anonymous,EN,1,Research Associate,1-3 years,Python,PyTorch,No,Yes,No,No,No,Yes,No,Yes,Minor,Critical,Minor,Minor,Minor,Minor,Minor,Critical,Low,High,Low,Low,Low,Low,Low,Medium,Yes,Yes,No,No,Yes,No,Minor,Minor,Minor,Minor,Minor,Minor,Low,Low,Low,Low,Medium,Low,No,No,No,No,Minor,Minor,Minor,Minor,Low,Low,Low,Low,Yes,Yes,No,Minor,Major,Minor,Medium,Medium,Low,,
4/23/2023 6:46,4/23/2023 7:01,IP Address,100,858,TRUE,4/23/2023 7:01,,,,,,anonymous,EN,0.899999976,Deep Learning practitioner,3-5 years,"Python, C++, C#","TensorFlow, Keras",Yes,No,No,Yes,Yes,Yes,No,No,Major,Minor,Minor,Critical,Minor,Major,Minor,Minor,Medium,Low,Medium,High,Low,Medium,Low,Low,Yes,Yes,No,No,No,No,Minor,Minor,Minor,Minor,Minor,Minor,Low,Low,Low,Low,Low,Low,Yes,Yes,Yes,Yes,Major,Major,Major,Critical,Medium,Medium,Medium,High,Yes,No,No,Major,Minor,Minor,Medium,Low,Low,"No, the survey covers all DRL topics well.","Thank you for contacting me to survey the DRL. 

I am learning from many excellent studies by many DRL researchers."
4/23/2023 8:17,4/23/2023 8:23,IP Address,100,358,TRUE,4/23/2023 8:23,,,,,,anonymous,EN,0.800000012,Assistant Professor,more than 5 years,Python,"Tensorflow, PyTorch, gym",No,Yes,No,Yes,Yes,Yes,No,No,Minor,Critical,Minor,Major,Major,Critical,Minor,Minor,Low,High,Low,Medium,High,High,Low,Low,No,Yes,No,Yes,Yes,Yes,Minor,Major,Minor,Minor,Minor,Major,Low,Medium,Low,Low,Low,Medium,Yes,Yes,Yes,Yes,Critical,Critical,Critical,Major,High,High,High,Medium,Yes,No,No,Minor,Minor,Minor,Low,Low,Low,,
4/23/2023 9:54,4/23/2023 10:00,IP Address,100,334,TRUE,4/23/2023 10:00,,,,,,anonymous,EN,1,"Founder, AI startup (Cloudcraftz.com)",3-5 years,Python,"Tensorflow, PyTorch, Python-rl",No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Minor,Major,Minor,Critical,Minor,Major,Minor,Major,Low,High,Medium,High,Low,High,Medium,High,Yes,Yes,Yes,Yes,Yes,Yes,Major,Major,Minor,Minor,Minor,Major,Medium,Medium,Low,Low,Low,Medium,No,No,No,No,Minor,Minor,Minor,Minor,Low,Low,Low,Low,Yes,Yes,Yes,Major,Critical,Major,Medium,High,Medium,,
4/23/2023 12:16,4/23/2023 12:22,IP Address,100,360,TRUE,4/23/2023 12:22,,,,,,anonymous,EN,1,Data Scientist ,1-3 years,Python ,"Pytorch, keras",Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Minor,Minor,Minor,Minor,Major,Major,Minor,Major,Medium,Medium,Low,Low,Medium,High,Low,Medium,No,Yes,Yes,Yes,Yes,No,Minor,Minor,Minor,Major,Major,Minor,Low,Low,Medium,Medium,Medium,Low,No,No,No,No,Minor,Minor,Minor,Minor,Low,Low,Low,Low,Yes,No,Yes,Minor,Minor,Minor,Low,Low,Low,,
4/23/2023 12:32,4/23/2023 12:43,IP Address,100,640,TRUE,4/23/2023 12:43,,,,,,anonymous,EN,0.899999976,Full-stack software engineer,1-3 years,Python,TensorFlow and PyTorch,No,Yes,No,Yes,Yes,No,Yes,Yes,Minor,Major,Minor,Critical,Major,Minor,Major,Minor,Low,High,Low,High,High,Medium,Medium,Medium,Yes,No,No,Yes,No,Yes,Minor,Minor,Minor,Major,Minor,Major,High,Low,Low,Low,Low,Medium,Yes,Yes,Yes,Yes,Major,Major,Major,Major,High,High,High,High,Yes,Yes,No,Critical,Minor,Minor,High,Low,Low,"Yes, Training - To realize when to stop training to efficient result",
4/23/2023 12:37,4/23/2023 12:45,IP Address,100,486,TRUE,4/23/2023 12:45,,,,,,anonymous,EN,1,Master Graduate,1-3 years,Python,"PyTorch, Keras, Tensorflow",No,Yes,No,Yes,Yes,Yes,Yes,No,Minor,Major,Minor,Minor,Minor,Major,Major,Minor,Low,High,Low,Low,Medium,Low,Medium,Low,Yes,No,No,No,No,No,Major,Minor,Minor,Minor,Minor,Minor,Medium,Low,Low,Low,Low,Low,Yes,No,No,No,Minor,Minor,Minor,Minor,Low,Low,Low,Low,No,No,No,Minor,Minor,Minor,Low,Low,Low,,
4/23/2023 13:38,4/23/2023 13:48,IP Address,100,590,TRUE,4/23/2023 13:48,,,,,,anonymous,EN,0.899999976,Developer,1-3 years,Python ,Tensorflow ,No,Yes,No,Yes,No,Yes,No,Yes,Minor,Critical,Minor,Critical,Minor,Minor,Minor,Minor,Low,High,Low,High,Low,Low,Low,Low,No,No,No,No,Yes,No,Minor,Minor,Minor,Minor,Major,Minor,Low,Low,Low,Low,High,Low,Yes,No,No,No,Minor,Minor,Minor,Minor,Low,Low,Low,Low,No,No,Yes,Minor,Minor,Minor,Low,Low,Low,,
4/23/2023 14:28,4/23/2023 14:35,IP Address,100,402,TRUE,4/23/2023 14:35,,,,,,anonymous,EN,1,Researcher,1-3 years,Python,"PyTorch, Keras ",No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Minor,Major,Critical,Critical,Critical,Major,Major,Major,Low,Medium,High,High,High,Medium,Medium,Medium,Yes,Yes,Yes,Yes,Yes,Yes,Major,Critical,Major,Minor,Minor,Major,Medium,High,Medium,Low,Low,Medium,Yes,No,Yes,No,Minor,Minor,Major,Minor,Low,Low,Medium,Low,No,Yes,Yes,Minor,Minor,Minor,Low,Low,Low,"The challenge related to Mujoco. Since DeepMind bought Mujoco and made it open source, there has been major challenges that requires high effort to design new projects with the open source Mujoco, especially when you start a new project and want to use some old codes (or old repositories) using older version of Mujoco. ",
4/23/2023 10:26,4/23/2023 14:39,IP Address,100,15177,TRUE,4/23/2023 14:39,,,,,,anonymous,EN,0.899999976,Machine Learning Engineer,1-3 years,Python,PyTorch,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Minor,Major,Minor,Major,Minor,Minor,Minor,Major,Low,Medium,Low,Low,High,Low,Low,Low,Yes,Yes,Yes,Yes,Yes,No,Minor,Minor,Minor,Minor,Minor,Minor,Low,Low,Low,Low,Low,Low,Yes,Yes,Yes,Yes,Minor,Minor,Minor,Major,Low,High,High,High,No,No,Yes,Minor,Minor,Minor,Low,Low,Low,,
4/23/2023 17:09,4/23/2023 17:15,IP Address,100,403,TRUE,4/23/2023 17:15,,,,,,anonymous,EN,1,PhD candidate,more than 5 years,Python,Tensorflow,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Minor,Critical,Minor,Major,Major,Major,Minor,Minor,Low,High,Low,Medium,Medium,Medium,Medium,Medium,Yes,Yes,No,Yes,Yes,Yes,Minor,Minor,Minor,Major,Major,Major,Low,Medium,Low,Medium,High,Low,No,Yes,Yes,Yes,Minor,Major,Major,Major,Low,Medium,High,High,Yes,No,No,Minor,Minor,Minor,Low,Low,Low,,
4/23/2023 18:30,4/23/2023 18:36,IP Address,100,401,TRUE,4/23/2023 18:36,,,,,,anonymous,EN,0.899999976,"researcher in the RoboFEI robotics team, graduate student",1-3 years,"Python, Makefile",Pytorch ,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Minor,Critical,Minor,Minor,Major,Minor,Critical,Major,Medium,High,Low,Medium,Medium,Low,High,Low,No,No,No,No,No,Yes,Minor,Minor,Minor,Minor,Minor,Minor,Low,Low,Low,Low,Low,Medium,Yes,No,No,No,Critical,Minor,Minor,Minor,High,Low,Low,Low,Yes,Yes,Yes,Major,Major,Major,Low,Medium,Medium,,
4/23/2023 22:18,4/23/2023 22:28,IP Address,100,590,TRUE,4/23/2023 22:28,,,,,,anonymous,EN,1,Master,1-3 years,"Python, C++","Tensorflow, keras, PyTorch, ROS, Gazebo",No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Minor,Critical,Critical,Critical,Critical,Critical,Critical,Critical,Low,Low,Low,Low,Low,High,High,High,No,No,No,No,No,No,Minor,Minor,Minor,Minor,Minor,Minor,Low,Low,Low,Low,Low,Low,No,No,No,No,Minor,Minor,Minor,Minor,Low,Low,Low,Low,No,Yes,No,Critical,Critical,Critical,Low,High,Low,,
4/24/2023 0:16,4/24/2023 0:20,IP Address,100,199,TRUE,4/24/2023 0:20,,,,,,anonymous,EN,1,Professor,3-5 years,python,pytorch,No,Yes,No,Yes,No,Yes,No,No,Minor,Major,Minor,Critical,Minor,Critical,Minor,Minor,Low,High,Low,High,Low,High,Low,Low,No,Yes,No,No,No,No,Minor,Major,Minor,Minor,Minor,Minor,Low,Medium,Low,Low,Low,Low,Yes,No,No,No,Major,Minor,Minor,Minor,Medium,Low,Low,Low,Yes,Yes,No,Major,Critical,Critical,Medium,High,High,,
4/24/2023 6:34,4/24/2023 6:44,IP Address,100,577,TRUE,4/24/2023 6:44,,,,,,anonymous,EN,0.899999976,Researcher,3-5 years,python,PyTorch,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Major,Major,Major,Critical,Critical,Major,Minor,Major,Medium,Medium,Medium,High,High,Medium,Low,Medium,Yes,Yes,Yes,Yes,Yes,Yes,Minor,Minor,Minor,Minor,Minor,Minor,Low,Low,Low,Low,Low,Low,Yes,Yes,Yes,Yes,Major,Major,Major,Major,Medium,Medium,Medium,Medium,Yes,Yes,Yes,Major,Critical,Major,Medium,High,Medium,I work with highly random data that is hard for agents to learn. Finding features is difficult,"the design of the state space took me a lot of time, when testing new methods and mixing them with some different methods "
4/24/2023 6:40,4/24/2023 6:48,IP Address,100,434,TRUE,4/24/2023 6:48,,,,,,anonymous,EN,1,PhD student,3-5 years,Python,"Keras, PyTorch, Jax",No,Yes,Yes,Yes,Yes,Yes,No,Yes,Minor,Major,Major,Major,Major,Critical,Minor,Major,Low,Medium,Medium,Medium,Medium,High,Low,Medium,Yes,Yes,No,No,No,Yes,Major,Major,Minor,Minor,Minor,Minor,High,Medium,Low,Low,Low,Low,No,Yes,Yes,No,Minor,Major,Major,Minor,Low,High,High,Low,Yes,No,Yes,Major,Minor,Critical,Medium,Low,High,,
4/24/2023 6:55,4/24/2023 7:03,IP Address,100,436,TRUE,4/24/2023 7:03,,,,,,anonymous,EN,1,Software Engineer,Less than 1 year,Python,PyTorch,No,No,No,No,Yes,Yes,No,No,Minor,Minor,Minor,Minor,Critical,Minor,Minor,Minor,Low,Low,Low,Low,High,Medium,Low,Low,No,No,No,No,No,No,Minor,Minor,Minor,Minor,Minor,Minor,Low,Low,Low,Low,Low,Low,No,No,No,No,Minor,Minor,Minor,Minor,Low,Low,Low,Low,Yes,No,No,Minor,Minor,Minor,Medium,Low,Low,,"I often answered with ""NO"" due to the lack of experience in DRL. I only did a few learning projects with it and took a few month part of at a project at work. Most problems where Hyperparameter-Tuning ... tried to solve it automatically with Ray-Tune or other Tools. Why do I write this comment? I hope you can better classify my answers with this background information."
4/24/2023 7:17,4/24/2023 7:21,IP Address,100,246,TRUE,4/24/2023 7:21,,,,,,anonymous,EN,0.899999976,PhD student,3-5 years,Python,"Tensorflow, keras, keras-rl",Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Major,Minor,Critical,Critical,Minor,Major,Minor,Minor,Medium,Low,High,High,Medium,High,Low,Low,Yes,Yes,No,No,No,Yes,Minor,Minor,Minor,Minor,Minor,Minor,Low,Low,Low,Low,Low,Low,No,No,No,No,Minor,Minor,Minor,Minor,Low,Low,Low,Low,Yes,No,No,Minor,Minor,Minor,Low,Low,Low,,
4/24/2023 8:27,4/24/2023 8:40,IP Address,100,793,TRUE,4/24/2023 8:40,,,,,,anonymous,EN,0.899999976,Data Scientist,1-3 years,Python,"PyTorch, Tensorflow",Yes,No,No,Yes,No,Yes,No,No,Major,Minor,Minor,Major,Minor,Critical,Minor,Minor,High,Medium,Medium,Medium,Low,High,Medium,Low,Yes,Yes,No,No,No,No,Critical,Major,Minor,Minor,Minor,Minor,High,Medium,Low,Low,Low,Low,No,No,No,No,Minor,Minor,Minor,Minor,Low,Low,Low,Low,No,No,Yes,Minor,Minor,Major,Low,Low,Medium,,
4/24/2023 8:40,4/24/2023 8:45,IP Address,100,292,TRUE,4/24/2023 8:45,,,,,,anonymous,EN,0.899999976,Reseach Associate,3-5 years,"C++, Python","Tensorflow, Keras, Pytorch",Yes,Yes,No,Yes,Yes,No,No,Yes,Major,Critical,Minor,Major,Major,Minor,Minor,Minor,Medium,High,Low,High,High,Low,Low,Low,Yes,Yes,Yes,Yes,Yes,No,Minor,Minor,Minor,Major,Major,Minor,Low,Low,Low,Medium,Medium,Low,Yes,No,No,No,Minor,Minor,Minor,Minor,Low,Low,Low,Low,No,No,Yes,Minor,Minor,Major,Low,Low,Medium,,
4/24/2023 9:11,4/24/2023 9:15,IP Address,100,250,TRUE,4/24/2023 9:15,,,,,,anonymous,EN,1,Postdoc Fellow,1-3 years,Python,PyTorch,Yes,Yes,Yes,No,Yes,No,No,No,Major,Minor,Minor,Minor,Critical,Minor,Minor,Minor,High,Medium,Low,Low,High,Low,Low,Low,No,No,No,No,Yes,No,Minor,Minor,Minor,Minor,Minor,Minor,Low,Low,Low,Low,Low,Low,Yes,No,No,No,Minor,Minor,Minor,Minor,Medium,Low,Low,Low,Yes,Yes,Yes,Major,Minor,Minor,Medium,Low,Low,,
4/24/2023 9:52,4/24/2023 9:56,IP Address,100,280,TRUE,4/24/2023 9:56,,,,,,anonymous,EN,0.899999976,Senior Data Scientist,more than 5 years,"Python
C++
","PyTorch, Tensorflow",Yes,No,No,Yes,No,No,Yes,Yes,Minor,Minor,Minor,Major,Minor,Minor,Major,Major,Low,Low,Low,High,Low,Low,Low,Low,No,No,No,Yes,No,No,Minor,Minor,Minor,Major,Minor,Minor,Low,Low,Low,Medium,Low,Low,No,Yes,Yes,Yes,Minor,Minor,Major,Major,Low,Low,High,High,Yes,Yes,Yes,Minor,Critical,Critical,Low,Medium,Medium,,
4/24/2023 11:22,4/24/2023 11:30,IP Address,100,429,TRUE,4/24/2023 11:30,,,,,,anonymous,EN,1,AI Scientist,3-5 years,Python,"PyTorch, some Tensorflow",Yes,Yes,No,Yes,Yes,No,No,Yes,Critical,Critical,Minor,Major,Major,Minor,Minor,Major,High,High,Low,High,Medium,Low,Low,Medium,No,No,Yes,Yes,No,No,Minor,Minor,Major,Major,Minor,Minor,Low,Low,High,Medium,Low,Low,No,No,No,No,Minor,Minor,Minor,Minor,Low,Low,Low,Low,No,Yes,No,Minor,Major,Minor,Low,Low,Low,Redesigning problems to fit the (PO)MDP formulation can often be a struggle when working with folks that are fairly rigid about how they view the problem. This is mostly only an issue with critical controls tasks.,rllib is the worst RL library for research
4/24/2023 11:14,4/24/2023 11:57,IP Address,100,2556,TRUE,4/24/2023 11:57,,,,,,anonymous,EN,1,Master student,3-5 years,"Python, Java","PyTorch, Tensorflow",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Critical,Major,Minor,Major,Major,Critical,Major,Critical,High,Medium,Medium,Medium,High,High,Medium,High,Yes,Yes,Yes,Yes,Yes,Yes,Minor,Minor,Minor,Major,Minor,Minor,Low,Low,Medium,Low,Low,Low,Yes,Yes,Yes,Yes,Minor,Major,Critical,Critical,Low,Medium,High,High,Yes,Yes,Yes,Minor,Critical,Major,Low,Medium,Medium,"Industrial application, tendency ",
4/24/2023 23:34,4/24/2023 23:43,IP Address,100,559,TRUE,4/24/2023 23:43,,,,,,anonymous,EN,0.899999976,Machine learning engineer,3-5 years,"Python, C++","PyTorch, Tensorflow",No,No,No,Yes,No,No,Yes,No,Minor,Minor,Minor,Major,Minor,Major,Critical,Minor,Low,Low,Low,Medium,Low,Low,High,Low,Yes,No,No,No,Yes,No,Major,Minor,Minor,Minor,Critical,Minor,Medium,Low,Low,Low,Medium,Low,No,No,No,Yes,Minor,Minor,Minor,Major,Low,Low,Low,High,No,Yes,Yes,Minor,Major,Major,Low,Low,Medium,,
4/25/2023 4:49,4/25/2023 5:07,IP Address,100,1028,TRUE,4/25/2023 5:07,,,,,,anonymous,EN,1,PhD student,1-3 years,"Python, C++","PyTorch, TensorFlow",Yes,Yes,No,No,Yes,No,Yes,Yes,Major,Minor,Minor,Minor,Critical,Minor,Minor,Minor,Medium,Low,Low,Low,High,Low,Low,Low,Yes,Yes,Yes,Yes,Yes,Yes,Minor,Major,Minor,Major,Major,Minor,Low,Medium,Low,Medium,Medium,Low,No,Yes,No,No,Minor,Minor,Minor,Minor,Low,Low,Low,Low,No,No,Yes,Minor,Minor,Major,Low,Low,Medium,,
